accountAgeDays,numItems,localTime,paymentMethod,paymentMethodAgeDays,label
1338,1,4.74,creditcard,241.0,0
1252,1,4.92,paypal,0.0,0
331,1,4.96,creditcard,0.0,0
612,1,5.04,creditcard,0.0,0
2000,1,4.88,paypal,154.0,0
43,1,4.75,creditcard,0.0,0
1954,1,4.75,creditcard,0.0,0
216,1,4.88,storecredit,0.0,0
486,5,4.52,creditcard,485.0,0
2000,1,4.97,creditcard,0.0,0
2,1,4.92,creditcard,1.0,0
209,1,4.74,creditcard,0.0,0
891,1,4.9,paypal,0.0,0
54,1,4.52,paypal,0.0,0
18,1,5.04,creditcard,0.0,0
107,1,4.88,creditcard,3.0,0
1975,1,4.51,creditcard,0.0,0
371,1,4.89,creditcard,284.0,0
2000,1,4.84,creditcard,629.0,0
514,1,4.84,creditcard,0.0,0
3,1,3.58,creditcard,1.0,0
250,1,4.75,creditcard,0.0,0
76,1,4.46,creditcard,64.0,0
371,2,3.95,creditcard,0.0,0
2000,1,4.84,creditcard,8.0,0
382,1,4.88,creditcard,0.0,0
165,1,3.58,creditcard,0.0,0
129,1,5.02,paypal,0.0,0
442,1,4.74,creditcard,180.0,0
244,1,2.95,creditcard,244.0,0
1309,1,4.75,creditcard,0.0,0
180,2,4.89,creditcard,0.0,0
173,1,4.52,creditcard,173.0,0
882,1,4.9,creditcard,1.0,0
905,1,5.03,creditcard,371.0,0
2000,1,4.97,creditcard,395.0,0
1525,1,5.04,paypal,3.0,0
8,1,4.9,creditcard,8.0,0
2000,1,4.06,paypal,859.0,0
667,1,4.51,creditcard,666.0,0
317,1,4.75,creditcard,73.0,0
2000,1,4.9,creditcard,24.0,0
176,1,4.92,creditcard,0.0,0
2000,1,4.9,paypal,114.0,0
1150,10,5.03,storecredit,225.0,0
1868,1,5.04,creditcard,813.0,0
43,1,3.48,creditcard,0.0,0
243,1,4.96,paypal,0.0,0
322,1,4.92,creditcard,321.0,0
2000,1,3.07,creditcard,1.0,0
2000,1,5.04,creditcard,597.0,0
82,3,4.74,creditcard,81.0,0
1766,1,4.97,creditcard,0.0,0
227,1,4.88,paypal,0.0,0
29,1,4.74,paypal,15.0,0
1716,1,5.04,creditcard,0.0,0
1812,1,5.04,creditcard,976.0,0
66,1,4.9,creditcard,0.0,0
23,1,4.46,creditcard,22.0,0
103,1,4.88,paypal,98.0,0
806,1,4.97,paypal,441.0,0
234,1,4.84,creditcard,234.0,0
80,1,5.03,creditcard,0.0,0
2,1,3.58,paypal,2.0,0
864,1,4.97,creditcard,12.0,0
565,1,4.74,creditcard,405.0,0
193,1,4.9,creditcard,0.0,0
724,1,5.03,creditcard,696.0,0
53,1,5.03,paypal,53.0,0
3,1,4.74,paypal,2.0,0
131,1,4.84,creditcard,0.0,0
520,1,4.74,creditcard,0.0,0
2000,1,4.06,paypal,0.0,0
2000,1,5.03,creditcard,111.0,0
1878,1,4.84,creditcard,419.0,0
131,1,4.92,creditcard,0.0,0
159,1,4.74,paypal,0.0,0
4,1,5.03,storecredit,0.0,0
2000,1,4.75,paypal,2.0,0
2000,1,4.46,paypal,1.0,0
367,1,5.04,paypal,0.0,0
2000,1,4.75,creditcard,0.0,0
59,1,4.52,storecredit,58.0,0
51,1,4.46,paypal,0.0,0
8,1,4.52,creditcard,8.0,0
86,1,4.92,creditcard,85.0,0
216,1,4.9,creditcard,0.0,0
453,1,4.06,paypal,0.0,0
23,1,3.48,creditcard,0.0,0
1137,1,5.04,creditcard,0.0,0
184,1,4.9,creditcard,0.0,0
2000,1,4.89,creditcard,93.0,0
65,1,4.9,creditcard,64.0,0
142,1,4.52,creditcard,142.0,0
1593,1,4.84,paypal,0.0,0
1974,1,4.75,paypal,0.0,0
1237,1,4.75,creditcard,0.0,0
1495,1,4.51,creditcard,0.0,0
990,1,4.51,creditcard,0.0,0
112,1,5.04,creditcard,0.0,0
1494,1,4.88,creditcard,0.0,0
164,1,4.92,creditcard,0.0,0
16,10,4.92,creditcard,15.0,0
1,1,4.92,creditcard,0.0,1
1444,1,4.88,paypal,4.0,0
1518,1,4.84,creditcard,0.0,0
1272,1,4.92,storecredit,0.0,0
1360,1,4.92,creditcard,0.0,0
122,10,3.07,creditcard,121.0,0
48,1,4.92,paypal,47.0,0
171,1,4.52,creditcard,163.0,0
2000,2,4.46,creditcard,0.0,0
751,1,4.89,creditcard,0.0,0
627,1,4.97,paypal,0.0,0
132,1,4.74,paypal,132.0,0
111,1,4.89,creditcard,2.0,0
5,1,4.84,paypal,0.0,0
106,1,5.04,creditcard,0.0,0
1710,1,3.95,creditcard,0.0,0
72,1,4.75,paypal,0.0,0
102,1,4.52,paypal,101.0,0
6,1,5.02,paypal,5.0,0
107,1,5.03,creditcard,106.0,0
30,1,4.88,creditcard,30.0,0
40,1,4.96,creditcard,0.0,0
111,1,4.97,creditcard,110.0,0
109,1,4.88,creditcard,0.0,0
636,1,4.96,creditcard,0.0,0
87,2,4.52,paypal,87.0,0
16,1,4.46,paypal,0.0,0
50,1,5.03,creditcard,0.0,0
66,1,3.95,creditcard,65.0,0
38,1,4.46,storecredit,38.0,0
15,1,4.89,creditcard,15.0,0
1709,1,4.88,creditcard,0.0,0
857,1,4.92,creditcard,0.0,0
443,1,4.9,creditcard,0.0,0
2000,1,4.46,creditcard,1552.0,0
721,1,5.04,creditcard,0.0,0
955,1,4.74,paypal,0.0,0
1428,1,3.58,paypal,1137.0,0
83,1,4.84,creditcard,18.0,0
1894,1,5.03,creditcard,319.0,0
1152,1,4.52,creditcard,233.0,0
331,1,4.46,creditcard,80.0,0
1518,1,5.04,paypal,0.0,0
24,1,4.89,paypal,0.0,0
1291,1,3.95,creditcard,0.0,0
161,1,4.75,paypal,0.0,0
607,1,4.92,creditcard,549.0,0
1155,1,5.04,creditcard,0.0,0
3,1,4.06,creditcard,0.0,0
909,1,4.88,paypal,298.0,0
697,1,4.97,creditcard,695.0,0
1197,1,4.92,creditcard,0.0,0
1171,1,4.89,creditcard,1.0,0
2000,1,4.75,creditcard,273.0,0
1981,1,4.92,creditcard,707.0,0
33,1,4.9,paypal,33.0,0
506,1,3.58,creditcard,0.0,0
593,1,4.97,paypal,0.0,0
2000,1,5.03,creditcard,1152.0,0
41,1,4.88,paypal,40.0,0
483,1,4.92,creditcard,0.0,0
3,1,4.9,creditcard,3.0,0
81,1,4.74,creditcard,0.0,0
1667,1,5.03,creditcard,322.0,0
1,2,3.48,creditcard,0.0,1
2000,1,4.75,creditcard,458.0,0
156,1,4.92,paypal,0.0,0
8,2,4.52,creditcard,7.0,0
1249,1,4.92,paypal,0.0,0
1676,1,4.75,creditcard,1241.0,0
1524,1,5.02,creditcard,187.0,0
30,1,3.58,creditcard,0.0,0
137,1,4.88,creditcard,0.0,0
99,1,4.75,creditcard,55.0,0
2000,1,5.02,paypal,1392.0,0
1333,1,4.88,creditcard,0.0,0
100,1,4.96,creditcard,0.0,0
32,1,4.89,creditcard,32.0,0
988,1,4.06,creditcard,950.0,0
2000,1,5.02,creditcard,6.0,0
57,1,5.04,creditcard,56.0,0
2000,1,4.92,creditcard,146.0,0
4,1,4.97,creditcard,4.0,0
2000,1,4.46,creditcard,1412.0,0
1266,1,4.74,paypal,0.0,0
501,1,4.89,creditcard,1.0,0
1563,1,4.06,creditcard,580.0,0
2,1,3.07,creditcard,1.0,0
30,1,4.51,paypal,30.0,0
2000,2,5.04,creditcard,0.0,0
1556,1,5.02,creditcard,0.0,0
726,1,4.84,creditcard,725.0,0
829,1,4.92,creditcard,807.0,0
59,1,4.89,creditcard,0.0,0
2000,2,4.89,creditcard,637.0,0
1145,1,5.02,creditcard,0.0,0
2000,5,4.9,creditcard,609.0,0
18,1,4.52,creditcard,17.0,0
1997,1,4.92,creditcard,302.0,0
52,1,4.75,paypal,26.0,0
93,1,4.88,creditcard,0.0,0
3,1,3.95,paypal,0.0,0
2000,1,5.03,creditcard,19.0,0
2000,1,4.96,creditcard,62.0,0
1577,1,5.04,paypal,0.0,0
136,1,4.74,paypal,30.0,0
64,1,4.92,paypal,9.0,0
46,1,4.46,paypal,43.0,0
183,1,4.06,paypal,182.0,0
2000,1,4.06,paypal,476.0,0
19,2,4.75,paypal,0.0,0
893,1,4.96,creditcard,0.0,0
1613,1,4.84,creditcard,330.0,0
623,1,4.89,creditcard,590.0,0
2000,1,4.75,creditcard,152.0,0
15,1,4.51,paypal,3.0,0
202,1,4.52,creditcard,4.0,0
14,1,4.96,creditcard,14.0,0
227,1,3.48,creditcard,227.0,0
2000,1,5.04,creditcard,752.0,0
742,1,4.88,creditcard,0.0,0
1304,1,5.02,creditcard,15.0,0
302,1,5.04,storecredit,0.0,0
1232,1,4.75,creditcard,331.0,0
1728,1,4.89,creditcard,0.0,0
1485,1,4.92,creditcard,0.0,0
21,1,4.84,creditcard,20.0,0
1165,1,5.02,creditcard,0.0,0
686,1,5.04,creditcard,104.0,0
11,1,4.74,creditcard,10.0,0
1936,1,4.96,paypal,148.0,0
1101,1,4.89,creditcard,0.0,0
2000,1,4.89,paypal,0.0,0
79,1,4.52,creditcard,79.0,0
522,1,5.02,creditcard,382.0,0
7,1,4.92,paypal,0.0,0
14,1,4.75,creditcard,14.0,0
1111,1,4.92,paypal,0.0,0
283,1,3.95,creditcard,265.0,0
2000,1,4.52,creditcard,1829.0,0
2000,1,5.03,paypal,0.0,0
141,1,4.84,creditcard,141.0,0
83,1,4.89,creditcard,0.0,0
110,1,4.84,creditcard,110.0,0
133,1,4.75,creditcard,54.0,0
10,2,2.6,creditcard,9.0,0
480,1,4.88,creditcard,106.0,0
33,1,4.92,creditcard,0.0,0
2000,1,4.06,creditcard,1275.0,0
84,1,4.88,creditcard,13.0,0
1353,1,4.92,creditcard,0.0,0
1612,1,3.95,creditcard,9.0,0
109,1,4.52,creditcard,108.0,0
1,2,4.89,creditcard,0.0,1
2,1,4.84,creditcard,1.0,0
2000,1,4.52,creditcard,1523.0,0
1068,1,4.75,creditcard,495.0,0
12,1,5.02,paypal,11.0,0
2000,1,4.92,paypal,0.0,0
2000,1,5.02,creditcard,412.0,0
1524,1,4.89,creditcard,230.0,0
192,1,4.84,creditcard,0.0,0
1,3,4.96,paypal,0.0,1
49,1,3.95,creditcard,0.0,0
296,1,4.92,creditcard,273.0,0
1511,1,4.75,creditcard,0.0,0
574,1,5.03,creditcard,26.0,0
891,1,4.9,creditcard,0.0,0
1990,1,4.88,creditcard,0.0,0
1194,1,5.02,creditcard,905.0,0
125,1,4.97,creditcard,124.0,0
17,2,5.03,paypal,0.0,0
2000,1,4.96,paypal,207.0,0
790,1,4.75,creditcard,0.0,0
9,1,4.9,paypal,9.0,0
33,1,4.88,creditcard,0.0,0
197,1,4.74,paypal,0.0,0
2000,2,4.74,creditcard,14.0,0
517,1,5.03,creditcard,0.0,0
2000,1,4.88,creditcard,1233.0,0
2000,1,4.06,creditcard,210.0,0
1954,1,4.97,creditcard,126.0,0
130,1,5.03,paypal,129.0,0
140,1,4.46,creditcard,139.0,0
272,1,4.06,creditcard,132.0,0
1403,1,4.92,paypal,0.0,0
2000,1,4.06,creditcard,331.0,0
876,1,4.84,creditcard,0.0,0
153,1,4.74,creditcard,153.0,0
905,1,4.88,paypal,0.0,0
2000,1,4.97,creditcard,297.0,0
113,1,4.92,creditcard,0.0,0
2000,1,4.97,creditcard,161.0,0
1527,1,4.96,creditcard,0.0,0
159,1,4.97,paypal,1.0,0
21,1,4.46,creditcard,0.0,0
112,1,4.92,creditcard,111.0,0
5,1,5.02,storecredit,0.0,0
109,1,4.52,creditcard,0.0,0
147,1,4.92,creditcard,0.0,0
2000,1,4.51,creditcard,305.0,0
810,1,4.96,creditcard,106.0,0
585,1,4.88,creditcard,561.0,0
96,1,4.97,creditcard,0.0,0
464,1,4.74,creditcard,0.0,0
1783,1,5.04,paypal,172.0,0
1945,1,4.52,creditcard,0.0,0
1061,1,4.97,storecredit,1061.0,0
1061,1,4.97,creditcard,0.0,0
31,1,4.51,paypal,0.0,0
1423,1,5.02,creditcard,0.0,0
127,1,4.89,creditcard,59.0,0
367,1,4.89,paypal,0.0,0
237,1,5.04,creditcard,0.0,0
386,1,4.96,creditcard,34.0,0
530,1,4.74,paypal,0.0,0
218,2,4.06,creditcard,217.0,0
2000,1,4.06,creditcard,518.0,0
220,2,4.89,creditcard,0.0,0
1272,1,4.84,creditcard,0.0,0
2,1,5.03,creditcard,1.0,0
843,1,4.92,paypal,0.0,0
1063,1,4.9,creditcard,0.0,0
992,1,4.92,creditcard,863.0,0
67,1,2.6,paypal,67.0,0
1000,1,4.88,creditcard,19.0,0
616,1,5.03,creditcard,0.0,0
24,1,4.9,creditcard,0.0,0
1031,1,5.02,paypal,0.0,0
2000,1,4.84,creditcard,0.0,0
1727,1,4.75,creditcard,0.0,0
41,1,4.97,creditcard,0.0,0
1662,1,4.92,creditcard,695.0,0
252,1,4.9,paypal,251.0,0
2000,1,4.96,creditcard,201.0,0
442,1,5.04,creditcard,441.0,0
23,1,4.92,creditcard,13.0,0
2000,1,4.75,creditcard,1782.0,0
2000,1,4.75,paypal,744.0,0
196,1,3.48,creditcard,196.0,0
1664,1,4.92,creditcard,840.0,0
182,2,4.06,creditcard,181.0,0
2000,1,4.84,creditcard,0.0,0
1831,1,4.9,creditcard,397.0,0
1135,1,4.92,paypal,0.0,0
2000,1,4.51,paypal,138.0,0
5,2,4.52,creditcard,0.0,0
2000,1,4.97,paypal,1455.0,0
16,1,4.75,creditcard,0.0,0
1623,1,5.04,paypal,0.0,0
70,1,4.52,paypal,69.0,0
2000,1,4.9,creditcard,1743.0,0
1127,1,5.02,creditcard,0.0,0
158,1,4.75,creditcard,157.0,0
106,1,4.75,creditcard,0.0,0
289,1,5.03,paypal,0.0,0
1587,1,4.97,creditcard,602.0,0
2000,1,4.51,creditcard,277.0,0
129,1,4.75,creditcard,0.0,0
2000,1,4.06,storecredit,233.0,0
2,1,5.03,paypal,1.0,0
2000,1,5.02,paypal,333.0,0
934,1,4.92,paypal,0.0,0
1463,1,4.75,creditcard,1431.0,0
3,1,4.52,creditcard,3.0,0
205,1,4.52,creditcard,107.0,0
1962,1,4.96,creditcard,0.0,0
9,1,4.46,paypal,0.0,0
501,1,4.51,creditcard,0.0,0
78,1,4.97,creditcard,35.0,0
1033,1,5.02,creditcard,647.0,0
176,1,5.03,paypal,0.0,0
2000,1,4.92,creditcard,1.0,0
88,1,4.52,creditcard,88.0,0
2000,1,4.89,creditcard,30.0,0
9,1,4.75,paypal,0.0,0
7,1,4.96,creditcard,7.0,0
88,1,3.58,creditcard,87.0,0
1555,1,4.52,creditcard,570.0,0
2000,1,4.46,creditcard,0.0,0
1583,1,4.89,creditcard,57.0,0
1954,1,4.75,storecredit,0.0,0
24,1,4.52,creditcard,23.0,0
59,1,4.92,creditcard,45.0,0
1028,1,5.02,paypal,0.0,0
44,1,4.96,creditcard,0.0,0
1944,1,3.48,creditcard,0.0,0
2000,1,4.88,creditcard,465.0,0
282,1,4.92,creditcard,0.0,0
67,1,4.89,creditcard,0.0,0
2000,1,4.06,creditcard,1025.0,0
915,1,5.04,creditcard,63.0,0
34,1,4.52,creditcard,34.0,0
2000,1,4.75,creditcard,357.0,0
2000,2,4.92,creditcard,384.0,0
10,2,4.52,creditcard,0.0,0
116,2,4.52,creditcard,115.0,0
1176,1,4.97,creditcard,0.0,0
2000,1,4.06,creditcard,0.0,0
1870,1,4.92,creditcard,707.0,0
545,1,4.52,creditcard,0.0,0
760,1,5.04,creditcard,0.0,0
716,1,4.51,creditcard,670.0,0
2000,1,4.75,paypal,101.0,0
2000,1,4.89,paypal,1.0,0
5,1,5.02,creditcard,0.0,0
163,1,4.75,creditcard,0.0,0
28,1,4.75,paypal,0.0,0
60,1,4.52,creditcard,59.0,0
117,1,4.89,creditcard,97.0,0
2000,1,5.04,creditcard,433.0,0
1506,1,3.95,creditcard,1506.0,0
2000,1,5.02,creditcard,979.0,0
1951,1,4.75,creditcard,0.0,0
73,1,5.02,paypal,62.0,0
544,1,4.51,creditcard,0.0,0
109,1,4.92,creditcard,0.0,0
135,1,5.04,creditcard,0.0,0
9,1,4.88,paypal,0.0,0
1119,1,4.97,creditcard,1118.0,0
1924,1,5.03,paypal,0.0,0
439,2,4.46,creditcard,123.0,0
39,1,4.96,creditcard,19.0,0
134,1,4.96,storecredit,133.0,0
2000,1,4.88,paypal,619.0,0
563,1,4.97,creditcard,0.0,0
104,1,4.52,paypal,103.0,0
2000,1,4.06,paypal,0.0,0
39,2,4.52,creditcard,11.0,0
1111,1,4.74,creditcard,0.0,0
1554,1,4.75,paypal,0.0,0
1270,1,4.97,paypal,0.0,0
1269,1,4.52,storecredit,335.0,0
1980,1,4.52,creditcard,261.0,0
124,1,4.96,paypal,0.0,0
2000,1,4.92,creditcard,373.0,0
4,1,4.92,creditcard,0.0,0
308,1,5.04,creditcard,307.0,0
901,1,4.75,creditcard,0.0,0
204,1,4.84,creditcard,1.0,0
1842,1,4.51,creditcard,0.0,0
10,2,3.95,paypal,9.0,0
888,1,4.92,creditcard,377.0,0
577,2,4.84,creditcard,0.0,0
2000,1,4.74,paypal,329.0,0
113,1,4.75,creditcard,1.0,0
2000,1,5.02,creditcard,0.0,0
114,1,4.52,paypal,114.0,0
2000,1,4.89,creditcard,1647.0,0
49,1,4.06,creditcard,0.0,0
2000,1,4.51,paypal,150.0,0
3,1,4.74,creditcard,2.0,0
561,2,5.02,creditcard,0.0,0
2,3,4.84,paypal,1.0,0
715,1,4.52,creditcard,0.0,0
7,1,4.96,creditcard,7.0,0
1219,1,4.88,creditcard,66.0,0
84,2,5.03,creditcard,0.0,0
2000,1,4.92,creditcard,918.0,0
2000,1,4.74,creditcard,70.0,0
2000,1,5.04,creditcard,223.0,0
2000,1,4.06,creditcard,204.0,0
2,1,4.75,paypal,1.0,0
52,1,4.46,paypal,0.0,0
2000,1,4.75,paypal,14.0,0
2000,2,4.9,creditcard,1662.0,0
2000,1,4.84,creditcard,520.0,0
622,1,4.52,paypal,81.0,0
2000,1,4.88,creditcard,1398.0,0
613,1,5.04,creditcard,52.0,0
2000,1,4.75,paypal,146.0,0
46,1,4.52,creditcard,45.0,0
2000,1,4.75,paypal,0.0,0
9,1,4.96,paypal,0.0,0
5,1,4.92,creditcard,5.0,0
27,1,5.03,paypal,0.0,0
170,1,4.97,storecredit,0.0,0
2000,1,4.96,storecredit,0.0,0
2000,1,4.9,creditcard,409.0,0
891,1,4.96,paypal,0.0,0
2000,1,4.88,creditcard,0.0,0
601,1,5.04,paypal,0.0,0
2000,1,4.75,creditcard,570.0,0
2,1,5.02,paypal,0.0,0
856,1,4.52,paypal,420.0,0
2000,1,3.07,paypal,0.0,0
6,1,4.89,creditcard,6.0,0
1567,1,4.92,storecredit,0.0,0
1888,1,4.75,creditcard,665.0,0
2000,1,4.89,creditcard,0.0,0
1535,2,4.89,creditcard,0.0,0
66,1,4.9,creditcard,0.0,0
2000,1,4.92,creditcard,1477.0,0
116,1,5.04,paypal,116.0,0
1763,1,4.92,creditcard,0.0,0
193,1,2.95,creditcard,193.0,0
85,1,4.52,creditcard,28.0,0
422,1,4.52,creditcard,224.0,0
141,1,4.75,creditcard,122.0,0
319,1,4.74,creditcard,0.0,0
2000,1,4.51,paypal,0.0,0
26,1,4.96,storecredit,0.0,0
1688,1,4.97,creditcard,0.0,0
911,1,4.84,paypal,15.0,0
1542,1,5.03,creditcard,0.0,0
98,1,4.92,paypal,98.0,0
1,1,2.6,storecredit,0.0,1
3,1,4.75,creditcard,3.0,0
864,1,4.97,creditcard,12.0,0
486,1,5.03,paypal,0.0,0
1587,1,5.04,creditcard,0.0,0
99,1,4.75,creditcard,0.0,0
2000,2,4.75,creditcard,0.0,0
1163,1,4.88,creditcard,0.0,0
3,1,4.52,paypal,2.0,0
628,1,4.46,creditcard,0.0,0
481,3,4.92,creditcard,34.0,0
45,1,4.97,paypal,44.0,0
183,1,5.04,creditcard,1.0,0
26,1,4.75,creditcard,0.0,0
1846,2,4.84,paypal,0.0,0
291,1,4.06,creditcard,25.0,0
576,1,4.46,creditcard,54.0,0
617,1,4.92,creditcard,0.0,0
3,1,5.04,paypal,2.0,0
920,1,3.48,creditcard,16.0,0
935,1,4.92,creditcard,245.0,0
2000,1,4.92,creditcard,6.0,0
982,1,4.97,paypal,681.0,0
1488,1,4.75,creditcard,1449.0,0
1334,1,5.03,creditcard,0.0,0
1126,1,4.88,creditcard,417.0,0
1494,1,5.02,paypal,684.0,0
322,1,4.74,creditcard,0.0,0
1464,1,5.03,creditcard,0.0,0
1841,1,4.89,paypal,630.0,0
1435,1,5.03,storecredit,1.0,0
1767,1,4.06,paypal,152.0,0
1045,1,3.58,creditcard,0.0,0
703,1,4.92,creditcard,81.0,0
1693,1,4.9,creditcard,0.0,0
35,1,4.52,creditcard,35.0,0
46,4,4.51,paypal,45.0,0
4,1,4.92,paypal,4.0,0
77,1,3.58,creditcard,76.0,0
94,1,4.46,paypal,94.0,0
106,1,4.75,creditcard,0.0,0
168,1,2.6,paypal,162.0,0
2000,1,4.88,creditcard,1956.0,0
24,3,4.06,paypal,23.0,0
103,1,4.9,paypal,0.0,0
879,1,5.02,creditcard,81.0,0
640,1,4.75,creditcard,0.0,0
2000,1,3.07,paypal,1377.0,0
1712,1,4.88,creditcard,0.0,0
4,1,5.03,paypal,3.0,0
909,1,4.52,creditcard,9.0,0
86,1,3.07,creditcard,0.0,0
1664,1,4.96,creditcard,0.0,0
8,1,4.75,creditcard,8.0,0
2000,1,4.84,storecredit,1631.0,0
875,1,4.06,creditcard,0.0,0
740,1,4.9,creditcard,0.0,0
2000,1,2.6,creditcard,165.0,0
453,1,4.51,creditcard,205.0,0
3,1,4.84,creditcard,3.0,0
989,1,4.89,creditcard,0.0,0
2000,1,4.06,creditcard,698.0,0
1071,1,5.04,creditcard,47.0,0
2000,1,4.74,paypal,0.0,0
1599,1,4.84,creditcard,0.0,0
1855,1,4.92,creditcard,0.0,0
2000,1,4.92,creditcard,290.0,0
1240,1,4.97,paypal,0.0,0
6,1,4.84,creditcard,6.0,0
1325,1,4.52,creditcard,0.0,0
534,1,4.97,creditcard,534.0,0
2000,1,4.52,creditcard,17.0,0
2000,1,4.89,creditcard,637.0,0
1610,1,4.52,creditcard,2.0,0
1658,1,4.74,creditcard,0.0,0
925,1,4.96,creditcard,0.0,0
1562,1,4.51,creditcard,981.0,0
1816,1,4.52,paypal,741.0,0
1406,1,4.06,paypal,4.0,0
664,1,4.88,paypal,0.0,0
4,1,4.96,creditcard,4.0,0
74,1,5.03,paypal,15.0,0
1073,1,4.75,paypal,2.0,0
219,1,4.51,creditcard,218.0,0
2000,1,4.97,paypal,0.0,0
1809,1,4.88,creditcard,673.0,0
1598,1,4.75,paypal,944.0,0
1818,1,3.48,storecredit,1449.0,0
2000,1,4.92,paypal,618.0,0
372,1,4.96,paypal,0.0,0
1290,1,4.84,creditcard,1.0,0
2000,1,4.97,creditcard,1895.0,0
5,1,4.9,creditcard,5.0,0
42,1,4.9,paypal,0.0,0
1207,1,4.75,paypal,0.0,0
80,1,4.51,creditcard,42.0,0
44,1,5.02,paypal,0.0,0
1369,1,5.02,creditcard,0.0,0
973,1,3.48,creditcard,9.0,0
1110,1,4.51,paypal,0.0,0
2000,1,4.92,paypal,748.0,0
42,1,4.89,creditcard,0.0,0
501,1,4.75,creditcard,10.0,0
56,1,4.84,creditcard,55.0,0
2,1,4.06,creditcard,1.0,0
112,1,4.75,creditcard,0.0,0
108,1,4.92,creditcard,107.0,0
5,1,4.9,creditcard,1.0,0
1705,1,5.03,creditcard,0.0,0
3,1,4.89,storecredit,3.0,0
958,1,5.03,creditcard,0.0,0
2000,1,5.03,paypal,0.0,0
2000,1,4.51,creditcard,1.0,0
742,1,5.02,paypal,0.0,0
2000,1,3.07,paypal,408.0,0
778,3,3.58,creditcard,31.0,0
446,1,5.04,paypal,120.0,0
1277,5,3.58,paypal,22.0,0
1218,1,4.52,creditcard,378.0,0
31,1,4.9,creditcard,30.0,0
1742,1,4.84,paypal,816.0,0
565,1,4.89,paypal,405.0,0
542,1,4.74,paypal,475.0,0
38,1,5.04,creditcard,0.0,0
1511,1,4.75,paypal,0.0,0
1249,1,4.84,creditcard,0.0,0
2000,1,4.52,creditcard,8.0,0
47,1,4.97,paypal,0.0,0
2000,1,4.75,storecredit,606.0,0
58,1,4.9,paypal,0.0,0
101,1,5.03,creditcard,100.0,0
154,1,4.84,paypal,0.0,0
1439,1,5.02,creditcard,0.0,0
161,3,4.74,creditcard,0.0,0
46,1,4.97,creditcard,45.0,0
1511,1,4.75,creditcard,356.0,0
251,1,5.04,creditcard,230.0,0
2,1,3.95,creditcard,1.0,0
2,1,4.75,creditcard,2.0,0
31,1,4.92,creditcard,0.0,0
34,1,4.9,creditcard,23.0,0
4,1,5.03,creditcard,3.0,0
2000,1,4.88,paypal,0.0,0
832,2,5.02,creditcard,0.0,0
2000,1,4.92,creditcard,1396.0,0
226,1,4.75,creditcard,0.0,0
655,1,4.75,creditcard,0.0,0
1560,1,4.74,storecredit,160.0,0
7,2,4.52,creditcard,7.0,0
1354,1,4.46,creditcard,327.0,0
139,1,4.92,creditcard,0.0,0
1118,1,4.97,creditcard,0.0,0
2000,1,4.96,paypal,35.0,0
632,1,4.96,creditcard,0.0,0
2000,1,4.74,creditcard,167.0,0
255,1,5.03,creditcard,125.0,0
1879,1,3.07,creditcard,756.0,0
1855,1,5.03,paypal,5.0,0
179,1,4.89,creditcard,179.0,0
1330,1,5.04,paypal,432.0,0
574,1,4.88,creditcard,413.0,0
1086,1,4.92,creditcard,0.0,0
1323,1,4.97,storecredit,0.0,0
89,1,4.96,creditcard,0.0,0
1614,1,3.95,paypal,5.0,0
353,1,4.89,creditcard,0.0,0
2000,1,4.75,creditcard,399.0,0
1668,1,4.74,creditcard,0.0,0
92,1,4.84,creditcard,92.0,0
637,1,4.9,creditcard,0.0,0
203,1,5.04,paypal,0.0,0
2000,1,4.75,paypal,55.0,0
3,1,5.04,creditcard,3.0,0
513,1,4.84,creditcard,0.0,0
383,1,4.51,creditcard,0.0,0
1602,1,4.51,creditcard,0.0,0
2000,1,4.84,creditcard,1429.0,0
2,1,4.97,storecredit,0.0,0
407,1,4.89,creditcard,0.0,0
708,1,4.75,creditcard,40.0,0
1864,1,4.75,creditcard,0.0,0
1080,1,4.75,paypal,0.0,0
198,1,4.92,creditcard,155.0,0
1839,2,4.75,creditcard,738.0,0
151,1,4.92,creditcard,0.0,0
303,1,5.02,creditcard,0.0,0
125,1,4.75,paypal,0.0,0
93,1,4.74,creditcard,93.0,0
2000,1,4.92,creditcard,976.0,0
465,1,4.92,paypal,0.0,0
207,2,4.96,creditcard,0.0,0
320,2,4.9,creditcard,3.0,0
122,1,4.92,creditcard,0.0,0
224,1,4.75,creditcard,224.0,0
232,1,4.74,creditcard,75.0,0
355,1,4.84,creditcard,0.0,0
972,1,4.74,creditcard,0.0,0
98,1,4.92,paypal,0.0,0
1675,1,5.02,paypal,40.0,0
61,1,5.04,paypal,0.0,0
2000,1,4.9,paypal,187.0,0
62,1,5.04,storecredit,0.0,0
192,1,4.84,creditcard,0.0,0
662,1,4.84,creditcard,475.0,0
2000,1,4.74,creditcard,46.0,0
1795,1,4.9,creditcard,4.0,0
500,1,4.75,creditcard,0.0,0
1496,1,4.88,creditcard,0.0,0
17,1,2.95,creditcard,16.0,0
2000,1,5.04,creditcard,1.0,0
2000,1,4.88,creditcard,523.0,0
2000,1,4.96,paypal,0.0,0
4,1,4.89,storecredit,3.0,0
276,1,5.03,creditcard,0.0,0
132,1,3.95,creditcard,119.0,0
1,1,4.52,creditcard,0.0,1
2000,1,4.92,creditcard,255.0,0
539,1,5.04,creditcard,0.0,0
